Nome Cliente;cidade;estado;codigo;contrato;telefone
Clara Franco;Vitória;Pará;54a28789-d329-4387-ba19-9a66bef11da7;661;(73) 8253-8872
Júlio Batista;Florianópolis;Acre;dd19a99f-6967-4b2f-ba4a-21e532a3b848;260;(35) 32026-4178
Aline Barros;Rio Branco;Tocantins;c9921312-64bb-4ba0-8095-cee7782c3c50;177;(11) 6901-6076
João Pedro Silva;Palmas;Bahia;48f15273-ee29-428e-8f81-abe6c8ddcbf1;871;(23) 42502-3188
Félix Braga;Porto Alegre;Santa Catarina;2e79856e-aed4-405c-a835-05b680f6447b;142;(51) 9737-8949
Cecília Carvalho Neto;Palmas;Distrito Federal;18d41741-2a60-4458-a9f7-a77d03973dd7;989;(76) 3930-4243
Raul Pereira;São Paulo;Mato Grosso do Sul;591e47dd-fcec-44bf-9a77-c06fbb1ceac6;896;(49) 18669-2124
Larissa Batista Filho;Fortaleza;Minas Gerais;cc6a186e-6e37-4143-b666-f77c75c06680;990;(15) 25816-7956
Esther Silva;Goiânia;Espírito Santo;afea6c76-321f-4319-bd74-e4cbdd3f91af;996;(38) 28617-3250
Lívia Franco;São Luís;Roraima;586802d7-1262-4092-9d40-81b611eaa112;807;(30) 8074-4733
Cauã Xavier;Brasília;Rio Grande do Norte;96d57fc6-6618-45bc-86d1-2f068bed8e34;207;(66) 81667-8935
Washington Costa;Palmas;Bahia;b347060b-e77f-4a22-bdf4-0b0d1957c0f2;305;(35) 5513-0954
Célia Braga;Macapá;Acre;59670298-1af3-45c3-b71c-2b687d3a18bf;684;(79) 6128-6004
Pedro Henrique Nogueira;Belém;Rio Grande do Sul;0c3abf3b-21b6-408c-be28-8f75c7adf232;738;(91) 61836-2474
Lorenzo Silva;Goiânia;Roraima;43867263-7ef0-453d-9e9d-0bfc7a23bc7e;292;(43) 3658-4175
Vitória Barros;Recife;Espírito Santo;ad8ee8ba-ddee-402f-93a8-1cebd3c9c70a;515;(87) 4211-2721
Srta. Caio Braga;Florianópolis;Acre;4f22fd1d-9d3e-4cac-8721-1ef479df3108;293;(73) 37861-7402
Laura Moreira;Brasília;Mato Grosso;3cbc6660-0067-46f7-b832-8f07bd58ae04;560;(99) 1713-8801
Paulo Xavier;Boa Vista;Espírito Santo;e7eec732-1c43-4469-9c20-e3f4ffd00722;686;(67) 3142-6035
Manuela Franco;Boa Vista;Roraima;aeb0b075-4b41-4b5d-a802-07c63101c634;790;(37) 74475-8440
Júlia Macedo;Florianópolis;Acre;3d057375-fdc7-4d87-86c6-af7b771e1dbf;612;(24) 6931-6311
Lucca Braga;Vitória;Rio Grande do Sul;9817834a-a69d-4688-aaff-27a560476394;536;(47) 7310-9149
Joana Braga;Brasília;Mato Grosso;9c82c470-51ca-4e61-897b-a18246ec63e5;579;(68) 4665-1014
Sra. Rafael Saraiva;Vitória;Ceará;6cbcd621-2c42-4832-9e91-65cf0be20873;818;(55) 8098-0694
Marcelo Saraiva Jr.;João Pessoa;Piauí;ef791990-0d7f-4896-96a7-3a394ff1f5f1;561;(54) 6174-7315
Felícia Moraes;São Luís;Rio Grande do Sul;0009f966-d1b6-497a-b98f-75f91554e8bc;949;(94) 35334-6878
Aline Carvalho;Teresina;Minas Gerais;54097429-59ed-4fbb-b00d-8c1f489e0334;758;(24) 3040-3710
Noah Oliveira;Teresina;Minas Gerais;390a37bc-3954-4ec6-999b-c6b15a8bb800;178;(52) 9585-9543
Sophia Saraiva;Belo Horizonte;Rio de Janeiro;d67172f1-5082-474b-88c7-b8afba03110a;958;(14) 31447-7793
Miguel Reis;São Luís;Alagoas;5860124e-443f-4aaf-8d5d-fd3403aa9a3b;823;(61) 5735-0058
Felícia Carvalho;Macapá;Paraíba;c3f33ee1-6649-41ee-801e-23b133d2e524;686;(30) 41023-6933
Esther Carvalho;Belo Horizonte;Tocantins;a1c7daca-2210-491f-a68d-812641120ac7;555;(14) 9394-5861
Heloísa Costa;Belém;Goiás;9f22dc71-655a-4b7e-adeb-3f67b4ff2377;489;(63) 3406-6876
Guilherme Carvalho;Fortaleza;Piauí;8edb47f0-0d7d-4899-99f8-82ca7014432a;961;(74) 35354-6263
Lorraine Carvalho;Porto Alegre;Ceará;b245117a-0b37-4a2c-b1f2-7d05e7f6cd73;833;(35) 8971-9973
Júlia Xavier;Campo Grande;Mato Grosso do Sul;9a0044de-dcd8-4caa-acc5-3d512de5c9d5;309;(98) 6568-9073
Júlia Souza Jr.;Rio de Janeiro;Santa Catarina;26f5ca8d-cfa0-4f87-ad18-bbf5d0b024f9;117;(90) 7477-1400
Benjamin Xavier Filho;Teresina;Rio Grande do Norte;9ae89e35-58c3-4e14-9a11-559daad0c163;878;(92) 9442-8863
Yango Albuquerque;Campo Grande;Minas Gerais;75a25610-8d58-4ca4-b2f1-e1647b8133e9;187;(49) 1886-4248
Helena Reis;Macapá;Rondônia;09f733bd-4234-4013-b8a1-daccb0f5bec7;334;(43) 2004-7925
Marli Moreira;Natal;Maranhão;05c9944c-f6f7-42d3-ade9-769c64c7b79e;319;(41) 43623-7070
Miguel Nogueira;Fortaleza;Sergipe;c50a1e35-0f7c-4b30-a63b-f28b69900481;904;(16) 1345-7723
Ana Luiza Barros;Rio de Janeiro;Piauí;a8f7b69c-dfab-4875-9aeb-3fee4360a554;634;(44) 5633-8399
Emanuelly Saraiva;Macapá;Paraná;def8ae7c-72d2-41f3-a31e-6771361b5cc0;705;(34) 4689-4408
Yuri Moraes Filho;Teresina;Rondônia;9f9f5f99-f012-4af5-955f-667857030e31;559;(40) 95858-7496
Frederico Silva Jr.;Salvador;Ceará;e298d7a6-9674-4a8f-bba8-bddb22e40cb3;658;(37) 1150-0978
Gabriel Carvalho;Recife;Pará;ff71be00-e036-4758-84eb-370d527ed2c1;421;(23) 39155-7059
Júlia Pereira;Teresina;Rio Grande do Sul;913acd04-16c5-4d51-b0ca-fb5200f777b8;972;(61) 3411-9677
Gustavo Carvalho;Boa Vista;Pará;17216212-21f5-4b6f-b001-b3c70988ed8c;369;(41) 8878-7453
Deneval Franco;Belém;Pernambuco;5a0fe7fe-4321-4476-bd27-f0c3f17289e8;498;(78) 3707-6726
Pablo Oliveira;Cuiabá;Bahia;82851f45-ed33-4154-b7c8-ba526faae0b8;509;(73) 1742-8873
Dr. Lara Reis;Porto Velho;Pará;94a3a98c-e341-450f-b565-ddb62314ce0d;607;(32) 8849-1919
Calebe Carvalho;São Paulo;Paraná;6387058a-7653-473d-874c-e09bad1da642;404;(22) 4013-1015
Deneval Pereira;Fortaleza;Roraima;a35c98bb-e55a-4a5e-961d-b17b4d3b5d11;215;(90) 5472-2699
Maitê Franco;Curitiba;Rio Grande do Sul;02b732b5-75b4-41a3-89a7-8e206acefeac;623;(94) 2069-5451
Silas Martins;Belém;Bahia;49a3f5a7-6711-4331-8a91-c26087d0d102;477;(36) 7773-5077
Fabrícia Souza;Vitória;Sergipe;ec734d4b-143b-48c5-b0d9-914df458718a;495;(35) 42001-3019
Isaac Batista Neto;Rio Branco;Minas Gerais;9987a0ec-22ff-4bbe-aa93-54184a1e4df6;389;(70) 70463-3003
César Albuquerque;Macapá;Rio Grande do Norte;ed099e3a-52fa-4bb3-847e-b3778dd727e8;148;(35) 8096-9315
Bryan Macedo;Goiânia;Pernambuco;4e859981-4df9-4fcb-b4f1-5361db818c23;453;(12) 1062-7282
Caio Batista;Natal;Paraná;8d42199d-f936-456a-a6a7-40053006eb73;554;(11) 16599-6128
Marli Oliveira;Natal;Amazonas;4ad1d04e-c3f0-404e-bec8-ae1382cb66d4;823;(84) 6173-8947
Hélio Santos;Campo Grande;Bahia;313d093e-c701-4f9a-95ef-42748e4b3a4d;224;(70) 76554-4883
Pablo Costa;João Pessoa;Paraíba;7392c62e-3092-426b-a09d-e425ad70e183;144;(60) 5284-9746
Davi Souza Neto;Macapá;Santa Catarina;e00e2ba9-2002-44b4-8b78-368a30743c92;346;(14) 44591-6078
Mércia Moraes;Cuiabá;Ceará;881712e4-8c2e-40b2-93d1-da5dbbe4a9a0;862;(37) 40563-0157
Bryan Silva;Belém;Sergipe;6a00a682-738d-44d6-8219-314648b70a6b;836;(95) 1575-6887
Alice Melo;Natal;Rio Grande do Sul;e1748b81-dc64-4c20-a68b-a4a53f9155d2;121;(31) 4184-1885
Lorenzo Braga;São Luís;Minas Gerais;72b206d9-cef0-4f72-9c61-f8994486d47f;429;(55) 14627-8263
Aline Xavier;Porto Velho;Espírito Santo;d891eef1-14c3-47ff-8f09-98bd5f668956;868;(22) 51990-0990
Norberto Reis;Campo Grande;Piauí;0704861f-5c31-4e18-97b5-37e98d0350dd;256;(54) 3137-4388
Cecília Oliveira Filho;Porto Alegre;Mato Grosso;81107986-21eb-48b6-b420-b050cec9805e;851;(20) 3725-1830
Sophia Albuquerque;Salvador;Roraima;f32d8532-f57a-41f6-b50a-99b4b8df6411;604;(93) 1039-1099
Lorraine Oliveira;João Pessoa;Acre;15825655-ef81-4df0-a5aa-5b974a8fa5d9;947;(33) 6815-1702
Dr. Lucca Santos;Natal;Mato Grosso;60dfd62d-e894-445b-b955-fc133279a62f;827;(23) 41667-5245
Cecília Melo;Teresina;Mato Grosso;f66869ca-7cee-41f8-9060-5ad6b1a6442e;786;(53) 7562-4400
Pietro Batista;João Pessoa;Ceará;a72f9c7a-ac59-4e05-bff8-63b4621d35ea;113;(67) 9315-8721
Bryan Melo;João Pessoa;Mato Grosso do Sul;8e7dec0f-6c9c-4bb4-91a3-a2a7294cf077;112;(28) 2906-6753
Norberto Braga;João Pessoa;Pará;81cfee57-20a9-426d-bf1f-39a96f801b64;199;(36) 38679-6426
Lorenzo Moreira;Boa Vista;Amapá;4013c3f4-a455-4f29-b554-8d552019ecad;468;(72) 5130-9696
Srta. Lara Melo;Belo Horizonte;Paraná;178ff8b9-aabf-4712-ae11-14762e4ec5c7;332;(13) 3015-9389
Giovanna Martins Neto;São Paulo;São Paulo;17c47250-e29f-4ca2-b327-6f4ce2cf2609;147;(84) 2361-2211
Lorena Macedo;Belém;Piauí;b9cbb5c1-4546-442f-b91d-3f5a2e1f2402;543;(37) 32127-1686
Calebe Costa;Boa Vista;Amazonas;b9d1db95-f350-43fb-beb9-491450f3a93b;712;(98) 6926-3132
Joana Carvalho;Belém;Acre;1f2b2f8e-336b-4d81-8068-49b2c29b598b;248;(61) 88186-0715
Dr. Pablo Silva;Boa Vista;Santa Catarina;29093278-a32c-4228-9cfc-8784972ded05;930;(53) 8983-2762
Aline Silva;Florianópolis;Ceará;346907f8-6a91-445a-a40b-dc2a1c41b684;257;(45) 6509-0903
Carlos Reis;Belo Horizonte;Maranhão;0d0bfa92-9347-4bee-a402-76af4ec09c20;611;(94) 93380-8212
Murilo Martins;São Luís;Paraná;7f8a7ac6-a905-44f4-8499-7de27ffec2b3;358;(34) 3787-6280
Vitor Nogueira;Belém;Bahia;d93df372-97ab-45ab-bca6-20aea6b3a51c;137;(95) 46994-8668
Raul Costa;Boa Vista;Rio Grande do Norte;c2bd171a-a3c0-49d4-bc89-df9b49a4e885;206;(37) 2580-7672
Ofélia Macedo;Florianópolis;Maranhão;f4792690-4ef1-4775-a7fb-5cba72cd3ddb;910;(21) 8863-7337
Nicolas Albuquerque;São Paulo;Distrito Federal;90dab2d9-0ac9-49f6-bd9a-000f657d6bb4;584;(80) 30780-2045
Dra. Emanuelly Saraiva;Curitiba;Pernambuco;0215b738-51c1-49ed-85cc-f52ed66bbdec;620;(44) 8555-0127
Elisa Batista;Maceió;Rio Grande do Norte;ebf4dd1f-881a-42ae-8b35-c0b7450c8232;480;(82) 21217-8614
Dra. Salvador Moreira;Palmas;Ceará;61fed6d4-b075-40d2-9d70-931a28c96669;751;(62) 44293-9525
Beatriz Souza;Belém;Amapá;3be865e2-f153-4b4d-af9b-d2f1937a05b6;499;(84) 3660-5723
Márcia Nogueira;Manaus;Pernambuco;3da9fa51-b64a-4416-8887-af78763c5795;257;(99) 6791-4390
Karla Moreira;São Paulo;Rio Grande do Norte;92df0115-3cf3-4225-8ccf-2e6fbe6abb32;412;(10) 8148-4956
Maria Helena Xavier;Macapá;Espírito Santo;4de5320e-0ada-4344-8b6c-3c56e7cf6acb;440;(31) 43416-0044
Maria Eduarda Albuquerque;Natal;Roraima;5d455ce7-1a2f-4bfd-9d70-8f4cef3850fe;592;(85) 3682-9080
Bryan Martins;Cuiabá;Acre;ec4238dc-d42f-41d9-b365-80636c7ce440;788;(34) 9425-5753
Breno Nogueira;Cuiabá;Sergipe;fa6a3cbb-b304-4fba-89f8-2a4243414b44;451;(27) 3993-8836
Davi Barros;Macapá;Distrito Federal;ac5e8d31-d020-44a8-bfce-10235d4a2f0c;749;(66) 3985-2998
Eloá Saraiva;Macapá;Ceará;0fa20b80-aa24-42e7-bf13-4c159c684bb2;716;(26) 4665-1464
Antonella Moreira;Fortaleza;Goiás;51eb5f7e-544d-48dc-99f8-5bdcc32a0023;978;(75) 3101-1991
Dra. Davi Lucca Costa;Florianópolis;Rondônia;b62c62d1-02e3-4d6b-a476-2c5a11d442cd;422;(64) 1898-7322
Washington Santos;Rio de Janeiro;Alagoas;408f10b5-cb57-4c75-9d4a-090f837bebef;951;(38) 17262-6096
Rafaela Albuquerque;São Paulo;São Paulo;e92748a5-6860-4e79-bbc8-d8e6640a823a;868;(52) 8171-5117
Fábio Costa;Porto Velho;Maranhão;8103d311-2587-456b-a948-ae1a285a1815;357;(79) 6210-6330
Paula Melo;São Luís;Maranhão;658ef369-a30f-4ae4-93ed-b070949ea55a;976;(45) 8411-4248
Kléber Moreira;São Paulo;Acre;a39f4097-14cd-491f-ada6-b8b6f3e33475;286;(66) 83605-7313
Sr. Felipe Carvalho;Palmas;Paraná;73f6d609-b1ff-465e-b319-a169748d7987;444;(30) 2111-2055
Yago Macedo;Teresina;Tocantins;3f9d64c8-1078-432e-9cc9-966cfa608954;312;(19) 9182-3328
Júlio César Pereira;Boa Vista;Amapá;47c976f6-46d1-44cb-84c4-117ceb828b16;535;(19) 2280-6179
Maria Clara Silva;Goiânia;Rio de Janeiro;d14e2180-5f35-407b-b110-28fd614b7194;840;(62) 7173-8277
Lucca Santos;Porto Velho;Sergipe;ac684090-baef-4119-83c4-6584277bc7d8;781;(79) 3362-7991
Paula Franco;Florianópolis;Goiás;9fc7d252-3597-42e3-8863-534a16ee098d;921;(20) 98150-0397
Esther Moreira;Teresina;Amazonas;ee9962ee-d880-423a-bab8-58b837a15bd6;485;(14) 3818-9080
Théo Melo;Salvador;Rio Grande do Sul;85c3f4bb-98d6-46e2-9c4b-67eb9378b121;594;(31) 4164-0368
Maria Helena Oliveira;Teresina;Bahia;ddc54d4b-593b-4560-911d-4b8311be98ef;607;(65) 8516-2942
Joana Santos;Maceió;Ceará;1702f072-4dda-401b-806f-eb8620d76f54;227;(88) 2483-0463
Fabrício Carvalho;Brasília;Pernambuco;4f44ddb1-1c39-4ab0-ad72-10f72731fb53;195;(18) 3964-6408
Dra. Vitória Santos;Rio de Janeiro;Maranhão;dcd4e62d-3577-4493-be84-1dadf67a2691;947;(92) 8468-8557
Deneval Moraes Filho;São Paulo;Paraná;36d4de98-33f4-4598-a465-a46177029d1b;729;(18) 33629-0013
Warley Xavier;Brasília;São Paulo;f8176f80-a99b-46b4-ae2b-b3fa3ed072fb;627;(47) 79032-4380
Lorraine Reis;Porto Velho;Goiás;b3e08eec-6ae5-47f0-83d0-4855583af499;825;(21) 1106-2891
Ricardo Silva;Macapá;Rio de Janeiro;1dff4e82-6761-4c81-8eba-6e7caee30747;517;(99) 34188-0009
Srta. Henrique Franco;Teresina;Rondônia;58c43de6-4223-426f-9e98-347a150c519d;936;(88) 65599-8406
Isabel Macedo;Salvador;Mato Grosso;09817887-d6ca-4a21-acf6-2e88669a1451;577;(56) 57945-7478
Maitê Santos;Brasília;Paraná;821e6330-0341-4fbe-9f24-2b110b036326;735;(47) 5621-8756
Joaquim Reis;Brasília;Minas Gerais;f9ad0b1f-52c7-4dc6-985d-24e2ae7939fa;391;(91) 9182-7662
Washington Xavier;Rio Branco;Paraná;4092a22e-ba24-48bf-85c9-75d0d4850725;833;(52) 3412-4994
Suélen Macedo;São Luís;Paraná;17c523b2-92c8-4f23-8b29-dc16c4d23745;455;(99) 7967-6854
Fábio Santos;Porto Alegre;Ceará;05ea4214-dc26-4a40-86e7-ecb2b51c0668;664;(17) 70890-2469
Sirineu Franco;São Luís;Rio Grande do Sul;364e96c0-34c1-4b86-a012-57a6f2047fb8;360;(82) 48798-1977
César Costa;João Pessoa;Tocantins;d0f4a7d9-e38c-4a91-8e9f-a4dd28fc01a3;174;(24) 2823-6743
Enzo Gabriel Santos;Fortaleza;Amazonas;567c6bfc-7f1a-42eb-b71b-6325b52adb93;510;(28) 8231-9279
Giovanna Melo;Curitiba;Amazonas;bb82e135-9c3d-49da-a70a-29ec995696a8;620;(71) 4185-8626
Valentina Costa;Belém;Paraíba;3254c2ad-9d50-43d3-b1ea-71bbd74f978b;983;(25) 60191-8890
Bruna Barros;Manaus;Bahia;c9b44059-7cbe-49f2-866c-f43ae1621ace;426;(35) 5387-2887
Talita Braga;Cuiabá;Paraná;003900e0-ba65-4300-ab0f-76a14b918b3d;799;(69) 68051-1073
Carlos Carvalho;Recife;Goiás;62144910-a196-48b1-8af2-36f2b991132a;174;(37) 5142-2257
Benício Moraes;Boa Vista;Rio de Janeiro;6348d68d-fd4c-4e69-8ed0-996a2c6bee7c;425;(30) 3696-2101
Maria Helena Macedo Filho;Belém;Alagoas;85d284a3-cfc3-4716-861a-a487ca55d3aa;558;(63) 3397-8890
Gustavo Melo;Curitiba;Rio Grande do Norte;18806cbf-d47a-4b77-94b8-9f6f0a09fae5;258;(92) 3618-7001
Miguel Reis;Natal;Goiás;e53617f0-cc39-4c96-b419-15eeac17e829;427;(33) 19144-0029
Yago Nogueira Filho;Rio Branco;Ceará;92b93a16-c408-4df0-ad66-01a6b97ba8a7;545;(18) 3831-4569
Beatriz Martins Jr.;Teresina;Mato Grosso do Sul;4163de50-ade5-4ecc-a9e4-341c14cdeb22;949;(66) 38277-6149
Yango Melo;Maceió;Tocantins;34a6e01f-13cc-4a5a-bab0-9c13bdcfd907;682;(39) 8036-2702
Joana Braga;Recife;Mato Grosso do Sul;3fcfbedc-913e-436a-84ec-8243ec12d346;591;(17) 62137-3179
Mariana Macedo;Campo Grande;Mato Grosso do Sul;a9296486-a008-4d9c-bbc7-a5ba51926813;594;(30) 97930-3359
Heloísa Nogueira;Vitória;Paraíba;0a0bca07-4271-4dc2-8513-ca306ab28d48;341;(59) 8450-9299
Gabriel Albuquerque;Rio de Janeiro;Piauí;01474182-a025-4e62-af38-1081c96a2790;137;(14) 1080-8659
Heloísa Albuquerque;Vitória;Ceará;8823e04b-f561-45e4-9d1c-afe60e166c7d;379;(66) 22726-6112
Giovanna Xavier;Maceió;Ceará;4bfae01e-acc5-4792-8c00-bef60578f95e;186;(49) 3766-7255
Eloá Martins;Curitiba;Pernambuco;6586cbec-1015-4a49-a325-7bd6690ecfc0;283;(56) 9188-7483
Natália Albuquerque;Belém;Tocantins;a424b388-8d74-49c0-b37a-a949f2766995;341;(47) 93664-3108
Aline Souza;Curitiba;São Paulo;ae5a9c9b-6d09-40c1-ae6a-7d1bf042300f;357;(34) 19420-7134
Gúbio Reis Neto;Porto Velho;Rio Grande do Sul;c674dc8f-3d3d-4e68-855d-d2fcc9110c9b;110;(67) 6634-7246
Cecília Carvalho;Belém;Amapá;f16c91af-c3d6-4c97-ada3-ae400b9b8303;919;(34) 67372-3759
Isabelly Braga;Manaus;Alagoas;afa3123a-99fd-4d86-b255-a90e6b5e463b;983;(57) 7709-0628
Sr. Fabrício Barros;Natal;Espírito Santo;a21c0f7b-ba52-4eaf-8a7e-3b51c7ac60cf;910;(64) 9597-4496
Vicente Batista;Campo Grande;Distrito Federal;2a71232b-8e02-490b-b292-9847719b733f;221;(64) 3364-6105
Caio Silva;Campo Grande;Bahia;eccc1d51-38ab-4d9f-9abc-1121beeca8e2;659;(32) 5443-4479
Feliciano Silva;Brasília;Acre;196ed01b-1a6b-42ac-88c9-d68bb5931022;378;(15) 35483-8459
Carlos Melo;Teresina;Distrito Federal;f1424f0d-06ef-4bc3-a837-f381de8b3b36;381;(64) 7767-7849
Alessandro Xavier;Maceió;Roraima;c31ead05-9200-4531-aba2-bb4758371829;858;(34) 3872-1634
Emanuelly Moreira;Natal;Alagoas;6a508796-2a4b-4005-8302-48ea65d76767;397;(37) 6858-9735
Margarida Moraes;São Luís;Pará;d2693da7-d462-4f57-889e-4a8932b99866;414;(50) 7969-6061
Rebeca Braga;São Luís;Pará;f5980084-e8c0-4dc7-a2c7-5d16099218ab;820;(93) 3294-0178
Sr. Luiza Moraes;Recife;Rio de Janeiro;4a80ab4e-f398-4ee1-a6bf-f3ae60d552d4;518;(97) 8752-4585
Bernardo Nogueira;Fortaleza;Rio Grande do Sul;30e6014d-62ab-47ba-af0b-495a109d5823;399;(40) 6146-1937
Ofélia Carvalho;Rio Branco;Paraná;420a8399-4c05-4394-9757-d3427848c800;535;(30) 90788-3887
Carla Braga;Curitiba;São Paulo;b4c5c354-08a2-4c19-b7c6-58c25462d73c;927;(57) 3430-8842
Melissa Carvalho;Goiânia;Tocantins;8349284b-3c8f-4977-aa90-53e9a11299ff;951;(35) 42437-3716
Heloísa Barros;Macapá;Mato Grosso do Sul;9c163ac2-c895-4002-86e1-5e306d398b45;642;(68) 5057-2178
Yago Carvalho Jr.;Rio de Janeiro;Amazonas;3c320636-049e-442e-8eea-e75f0eb01891;746;(33) 38102-5704
Víctor Braga;Rio Branco;Amapá;71ea059c-5ab6-4a59-ba9e-fa399c762a83;408;(46) 32881-8847
Ana Luiza Costa;Aracaju;Alagoas;0779be93-d9c9-4826-a7ea-c259dedc1835;839;(50) 1181-8516
Melissa Albuquerque;Goiânia;Paraná;3e212c92-c966-4b09-9f91-fb195039774b;266;(24) 76934-6052
Danilo Pereira;Cuiabá;Amapá;6ef9b14a-2d3d-488a-a8f3-fed8839fef16;181;(30) 2459-4989
Davi Lucca Martins;Curitiba;Tocantins;3412fed1-e876-4298-b6aa-36befd0bb6e1;434;(42) 3305-4939
Yago Costa;Natal;Roraima;3845792b-f09b-46f0-9cab-ba37d9908a5e;869;(35) 8947-4293
Sílvia Silva;Rio Branco;Distrito Federal;9b43f42d-4ba5-425a-b12b-7cb168d2ddab;973;(83) 1498-6936
Vicente Carvalho;Natal;Tocantins;e4a79552-97e1-4128-b508-ec244fc857c6;153;(71) 9519-1889
Víctor Santos;Cuiabá;Bahia;8aae8944-cb3c-425f-b417-9428616e6a26;949;(64) 5207-9803
Sra. Carla Carvalho;Fortaleza;Roraima;ec36537f-a129-4f6b-9717-f549d0c9e429;446;(39) 1667-4496
Fábio Souza Jr.;Salvador;Alagoas;0c0a184b-4f98-470f-8c78-36f6ebf217d7;864;(99) 44158-0094
Marli Reis;Aracaju;Pernambuco;344f5e69-46c9-489b-abc6-cba79b30cd44;101;(38) 39182-9174
Kléber Nogueira;Palmas;Pernambuco;83bfda35-c8a7-4042-b783-7eb06a559fb7;545;(98) 13925-1455
Ana Laura Santos;Fortaleza;Distrito Federal;1e22e6f3-9521-40e3-adea-0edc6d370fa0;212;(40) 6566-9937
Maria Luiza Moreira;Salvador;Amapá;942653a7-a86d-421f-80e7-7eff683013de;346;(48) 90015-6287
Yasmin Macedo;Teresina;Rondônia;9abf6485-69c0-4f89-a656-02a57934df69;107;(15) 37790-6550
Luiza Reis;Porto Velho;Alagoas;cceaba0a-8e5f-4c3f-be02-1a6fabf33b87;752;(79) 7384-8431
Beatriz Souza Neto;São Paulo;Maranhão;46bbeb44-4b09-4773-ba4a-898d27b46241;829;(54) 8516-5598
Bruna Reis;Maceió;Goiás;1bcf8b5d-1de1-49f5-8cb4-e2bd239d048f;967;(82) 69637-7523
Srta. Marcela Martins;Salvador;Pará;c871d78f-126c-4cd6-b07c-e4c85ae73cbe;911;(64) 62568-7517
Ana Clara Macedo;Belém;Goiás;cee2ebca-f61a-48c0-9409-54bba35c1901;380;(80) 1115-8202
Aline Pereira;Recife;Maranhão;ffa08997-e020-469d-afce-73053ff5da98;867;(13) 5679-1547
Ana Luiza Franco;Maceió;Alagoas;43ab8c5d-f280-49c1-9d12-43bbf8191384;555;(78) 5404-8501
Rafaela Albuquerque;Boa Vista;Rio de Janeiro;e8760cbb-bdf6-4711-9ffa-7da8fd4f97f1;830;(37) 32501-2800
Roberta Souza Filho;Florianópolis;Piauí;919087c1-2c69-46c2-9521-76d978655d99;703;(99) 78090-3774
César Santos;Campo Grande;Tocantins;3e382947-f9a9-45f9-8709-b500702ca498;402;(96) 52557-1713
Srta. Alícia Braga;Vitória;Mato Grosso;9d49428c-1907-40cc-9fb0-ecbc00dbb411;201;(38) 5641-0275
Emanuel Barros;Palmas;Paraná;0eb206e8-2a6d-4093-a3a8-9293079ec369;812;(34) 3454-7981
Raul Silva;Porto Alegre;Distrito Federal;24a5ea90-452a-48c7-9928-608d0b37537e;881;(85) 73762-4561
Murilo Nogueira;Teresina;Rio de Janeiro;03cde914-99cb-43bb-883e-70c7a6bfd5be;881;(33) 52951-8660
Lavínia Xavier;Natal;Mato Grosso do Sul;9254cbee-c288-4b5a-91ef-9cf81deeda8c;645;(22) 57898-8702
João Lucas Macedo;Curitiba;Distrito Federal;fff45a28-d3fa-418d-83dd-8c8daeefe6f0;466;(98) 5189-0535
Célia Martins Filho;Maceió;Acre;58b376af-6083-4229-9d2f-c15c6a378d8e;480;(41) 50958-9634
Gúbio Nogueira;Recife;Rondônia;e72b5efe-bd71-4553-8b47-cd04eeae83ef;769;(72) 2296-1783
Paulo Reis;Natal;Sergipe;56597a43-73b9-4a2a-afc0-9c911f06d1c4;660;(73) 38997-2094
Théo Pereira;Brasília;Pernambuco;a0396b99-1df3-4b3e-bef3-8bb742791602;756;(91) 2957-7253
Lucas Franco;Campo Grande;Paraíba;77dc0b95-0f5e-4c5b-a1c1-91cdfc1a401c;973;(32) 2929-6874
Kléber Moraes;Brasília;Rondônia;a029e87c-5359-47fe-adf0-66a0fba6725e;660;(33) 82185-5681
Dra. Pietro Macedo;Maceió;Rio de Janeiro;666ba994-2480-4f1a-a1de-6396f06ccaba;741;(76) 5672-8512
Henrique Reis;Teresina;Maranhão;41ab9827-5f33-4786-8a87-e4a691ec7025;710;(99) 3105-4846
Fabrícia Moraes;João Pessoa;Rondônia;843d88bc-f2cf-4b39-83bc-017941f32f14;383;(38) 61929-5544
João Pedro Franco;São Paulo;Rio Grande do Sul;6925c2b8-710f-4c19-8cc8-a2eeca5621c3;918;(75) 1909-8101
Bernardo Souza;Maceió;Sergipe;f40a1eb3-f79c-4058-bbf1-20201c1b0910;929;(94) 86021-1457
Antonella Santos Neto;Porto Alegre;Goiás;69fabe7d-0c71-4db5-97c5-4c6876ce085e;788;(14) 58342-6439
Morgana Melo;Goiânia;Piauí;62e28be6-ce51-42b0-9404-468f84373c98;169;(53) 9486-8993
Karla Albuquerque;Macapá;Mato Grosso;e484796b-f70e-475d-84b2-f569285c0afa;547;(77) 7271-2261
Leonardo Costa;Palmas;Minas Gerais;cf33e2ee-a7e1-4998-bb61-1e4d2b5d519c;644;(85) 3940-6067
Fabrícia Braga;Brasília;Pará;a90ee6b4-1aa1-43f2-acf2-c7d183eb3b71;624;(86) 3723-2821
Rebeca Pereira;Belo Horizonte;Minas Gerais;554ba918-ca07-409f-91a7-f5a4e5641566;321;(51) 1013-6828
Ígor Moreira Filho;Belém;Amazonas;ca299422-a5b8-4aa8-8a43-462a6ea3073b;599;(35) 85801-4367
Lara Martins;Porto Alegre;Paraíba;3a3066a8-6692-4952-9e0a-c4ff5fff963e;926;(96) 1110-6054
